ontologyIri,ontologyVersionIri,label,license,abstract,contributors,creator,publisher,title,maturity,imports
http://spec.equonto.com/ontology/maintenance-procedure/conditional-maintenance-task-ontology,http://spec.equonto.com/ontology/202312/maintenance-procedure/conditional-maintenance-task-ontology,Maintenance Procedures - Conditional Maintenance Task Ontology,http://opensource.org/licenses/MIT,The OMPD Conditional Mainteance Task Ontology captures conditial task information (i.e. in response to some limit or functional failure) present in some industrial maintenance procedures.,"Tim French: The University of Western Australia,Caitlin Woods: The University of Western Australia and Equonto,Melinda Hodkiewicz: The University of Western Australia",The University of Western Australia & Equonto Pty. Ltd.,Equonto Pty. Ltd.,Ontology for Maintenance Procedure Documentation (OMPD) Conditional Maintenance Task Ontology,iof-av:Released,"http://spec.equonto.com/ontology/maintenance-procedure/static-procedure-ontology"
