ontologyIri,ontologyVersionIri,label,license,abstract,contributors,creator,publisher,title,maturity,imports
http://spec.equonto.com/ontology/maintenance-procedure/static-procedure-ontology,http://spec.equonto.com/ontology/202312/maintenance-procedure/static-procedure-ontology,Maintenance Procedures - Static Procedure Ontology,http://opensource.org/licenses/MIT,The OMPD Static Procedure Ontology captures static information found in most insdutrial maintenance procedures.,"Tim French: The University of Western Australia,Caitlin Woods: The University of Western Australia and Equonto,Melinda Hodkiewicz: The University of Western Australia",The University of Western Australia & Equonto Pty. Ltd.,Equonto Pty. Ltd.,Ontology for Maintenance Procedure Documentation (OMPD) Static Procedure Ontology,iof-av:Released,"https://spec.industrialontologies.org/ontology/core/meta/AnnotationVocabulary/,http://rds.posccaesar.org/ontology/lis14/ont/core"
